ID,metaphor,intp,intp_sep,resp,feature
1229329,家族は納豆だ,intp2,1,密着している,する
1229329,家族は納豆だ,intp2,2,密着している,いる
1229329,家族は納豆だ,intp3,1,切っても切れない,切る
1229329,家族は納豆だ,intp3,2,切っても切れない,切れる
1229329,雑巾は亀だ,intp1,1,何度でも使える,使える
1229329,雑巾は亀だ,intp2,1,長く使える,長い
1229329,雑巾は亀だ,intp2,2,長く使える,使える
1229329,蝶は踊り子だ,intp1,1,舞う,舞う
1229329,蝶は踊り子だ,intp2,1,華やかだ,華やか
1229329,蝶は踊り子だ,intp3,1,美しい,美しい
1229329,蝶は踊り子だ,intp4,1,跳ぶ,跳ぶ
1229329,激怒は噴火だ,intp1,1,激しい,激しい
1229329,激怒は噴火だ,intp2,1,熱い,熱い
1229329,激怒は噴火だ,intp4,1,おさまらない,おさまる
1229329,椿はひとだまだ,intp2,1,儚い,儚い
1229329,人生は航海だ,intp2,1,長い道のりだ,長い
1229329,人生は航海だ,intp3,1,ゆらゆら揺れ動く,揺れ動く
1229329,人生は航海だ,intp4,1,間違えやすい,間違える
1229329,人生は航海だ,intp4,2,間違えやすい,やすい
1229329,心は沼だ,intp1,1,深い,深い
1229329,心は沼だ,intp2,1,沈み込む,沈む
1229329,心は沼だ,intp2,2,沈み込む,込む
1229329,心は沼だ,intp3,1,這い上がれない,這う
1229329,心は沼だ,intp3,2,這い上がれない,上がれる
1229329,心は沼だ,intp4,1,暗い,暗い
1229329,議論は戦争だ,intp3,1,激しい,激しい
1229329,魅力は磁石だ,intp1,1,離れない,離れる
1229329,魅力は磁石だ,intp2,1,引き寄せる,引き寄せる
1229329,魅力は磁石だ,intp3,1,はじき出す,はじき出す
1229329,恋はくす玉だ,intp1,1,壊れる,壊れる
1229329,恋はくす玉だ,intp2,1,爆発する,する
1229329,球場はバケツだ,intp1,1,大きい,大きい
1229329,球場はバケツだ,intp2,1,収容できる,できる
1229329,不安は濃霧だ,intp1,1,見えない,見える
1229329,不安は濃霧だ,intp2,1,晴れない,晴れる
1229329,煙草は時限爆弾だ,intp1,1,体をこわす,こわす
1229329,煙草は時限爆弾だ,intp2,1,すぐ終わる,終わる
1229329,煙草は時限爆弾だ,intp3,1,煙たい,煙たい
1229329,記憶は倉庫だ,intp1,1,膨大だ,膨大
1229329,記憶は倉庫だ,intp3,1,積み重なる,積み重なる
1229329,空は鏡だ,intp2,1,透き通っている,透き通る
1229329,空は鏡だ,intp2,2,透き通っている,いる
1229329,沈黙は海底だ,intp1,1,深い,深い
1229329,沈黙は海底だ,intp2,1,静かだ,静か
1229329,沈黙は海底だ,intp3,1,冷たい,冷たい
1445649,権力は麻薬だ,intp1,1,酔う,酔う
1445649,権力は麻薬だ,intp2,1,囚われる,囚われる
1445649,権力は麻薬だ,intp3,1,強い,強い
1445649,あくびは満月だ,intp1,1,丸い,丸い
1445649,あくびは満月だ,intp2,1,大きい,大きい
1445649,不安は濃霧だ,intp1,1,薄暗い,薄暗い
1445649,不安は濃霧だ,intp2,1,怖い,怖い
1445649,不安は濃霧だ,intp3,1,心細い,心細い
1445649,椿はひとだまだ,intp1,1,鮮やか,鮮やか
1445649,椿はひとだまだ,intp2,1,怖い,怖い
1445649,椿はひとだまだ,intp3,1,恐ろしい,恐ろしい
1445649,椿はひとだまだ,intp4,1,不気味,不気味
1445649,人生は航海だ,intp1,1,迷う,迷う
1445649,人生は航海だ,intp2,1,果てしない,果てしない
1445649,人生は航海だ,intp3,1,不透明,不透明
1445649,激怒は噴火だ,intp1,1,熱い,熱い
1445649,激怒は噴火だ,intp2,1,激しい,激しい
1445649,激怒は噴火だ,intp3,1,恐ろしい,恐ろしい
1445649,煙草は時限爆弾だ,intp1,1,見えない,見える
1445649,煙草は時限爆弾だ,intp2,1,怖い,怖い
1445649,煙草は時限爆弾だ,intp3,1,分かりにくい,分かる
1445649,煙草は時限爆弾だ,intp3,2,分かりにくい,にくい
1445649,心は沼だ,intp1,1,濁る,濁る
1445649,心は沼だ,intp2,1,黒い,黒い
1445649,心は沼だ,intp3,1,冷たい,冷たい
1445649,議論は戦争だ,intp1,1,激しい,激しい
1445649,議論は戦争だ,intp2,1,血生臭い,生臭い
1445649,蝶は踊り子だ,intp1,1,軽やか,軽やか
1445649,蝶は踊り子だ,intp2,1,美しい,美しい
1445649,恋はくす玉だ,intp1,1,明るい,明るい
1445649,恋はくす玉だ,intp2,1,楽しい,楽しい
1445649,雑巾は亀だ,intp1,1,臭い,臭い
1445649,雑巾は亀だ,intp2,1,汚い,汚い
1445649,記憶は倉庫だ,intp1,1,片付かない,片付く
1445649,記憶は倉庫だ,intp2,1,薄暗い,薄暗い
1445649,記憶は倉庫だ,intp3,1,古臭い,古臭い
1445649,空は鏡だ,intp1,1,薄い,薄い
1445649,空は鏡だ,intp3,1,何もない,ない
1445649,家族は納豆だ,intp2,1,切れない,切れる
1445649,家族は納豆だ,intp3,1,鬱陶しい,鬱陶しい
1445649,魅力は磁石だ,intp1,1,眩い,眩い
1445649,球場はバケツだ,intp1,1,騒がしい,騒がしい
1445649,球場はバケツだ,intp3,1,騒々しい,騒々しい
1445649,沈黙は海底だ,intp1,1,つまらない,つまらない
1445649,沈黙は海底だ,intp2,1,寒い,寒い
1445649,沈黙は海底だ,intp3,1,動かない,動く
1445649,笑顔は花だ,intp1,1,明るい,明るい
1445649,笑顔は花だ,intp2,1,可愛い,可愛い
1445649,笑顔は花だ,intp3,1,愛らしい,愛らしい
217088,空は鏡だ,intp1,1,壮大な,壮大
217088,空は鏡だ,intp2,1,澄んでいる,澄む
217088,空は鏡だ,intp2,2,澄んでいる,いる
217088,空は鏡だ,intp3,1,青々としている,する
217088,空は鏡だ,intp3,2,青々としている,いる
217088,空は鏡だ,intp4,1,どこまでも広い,広い
217088,議論は戦争だ,intp2,1,意見のぶつけ合い,ぶつける
217088,議論は戦争だ,intp2,2,意見のぶつけ合い,合う
217088,議論は戦争だ,intp3,1,述べる,述べる
217088,議論は戦争だ,intp4,1,考えを言い合う,言い合う
217088,人生は航海だ,intp1,1,流れる,流れる
217088,人生は航海だ,intp2,1,たどる,たどる
217088,人生は航海だ,intp3,1,進む,進む
217088,人生は航海だ,intp4,1,生きる,生きる
217088,恋はくす玉だ,intp1,1,愛しい,愛しい
217088,恋はくす玉だ,intp2,1,恋しい,恋しい
217088,恋はくす玉だ,intp3,1,かわいい,かわいい
217088,激怒は噴火だ,intp1,1,恐ろしい,恐ろしい
217088,激怒は噴火だ,intp2,1,激しい,激しい
217088,激怒は噴火だ,intp3,1,抑えられない,抑える
217088,激怒は噴火だ,intp3,2,抑えられない,られる
217088,球場はバケツだ,intp1,1,広い,広い
217088,球場はバケツだ,intp2,1,大きい,大きい
217088,蝶は踊り子だ,intp1,1,きれい,きれい
217088,蝶は踊り子だ,intp2,1,羽ばたく,羽ばたく
217088,蝶は踊り子だ,intp3,1,自由に動く,自由
217088,蝶は踊り子だ,intp3,2,自由に動く,動く
217088,家族は納豆だ,intp1,1,寄り添う,寄り添う
217088,家族は納豆だ,intp2,1,共に生きる,生きる
217088,家族は納豆だ,intp3,1,支える,支える
217088,家族は納豆だ,intp4,1,支えられる,支える
217088,家族は納豆だ,intp4,2,支えられる,られる
217088,記憶は倉庫だ,intp1,1,思い出す,思い出す
217088,記憶は倉庫だ,intp2,1,しまう,しまう
217088,記憶は倉庫だ,intp3,1,はかない,はかない
217088,沈黙は海底だ,intp1,1,静か,静か
217088,沈黙は海底だ,intp2,1,黙る,黙る
217088,沈黙は海底だ,intp3,1,やるせない,やるせない
217088,雑巾は亀だ,intp1,1,拭く,拭く
217088,雑巾は亀だ,intp2,1,汚れ汚れる,汚れる
217088,雑巾は亀だ,intp3,1,落とす,落とす
217088,権力は麻薬だ,intp1,1,大きい,大きい
217088,権力は麻薬だ,intp2,1,溺れる,溺れる
217088,権力は麻薬だ,intp3,1,強い,強い
217088,椿はひとだまだ,intp1,1,美しい,美しい
217088,椿はひとだまだ,intp2,1,きれい,きれい
217088,椿はひとだまだ,intp3,1,はかない,はかない
217088,椿はひとだまだ,intp4,1,まぶしい,まぶしい
217088,魅力は磁石だ,intp1,1,まぶしい,まぶしい
217088,魅力は磁石だ,intp2,1,惚れる,惚れる
217088,魅力は磁石だ,intp3,1,すい寄せられる,すう
217088,魅力は磁石だ,intp3,2,すい寄せられる,寄せる
217088,魅力は磁石だ,intp3,3,すい寄せられる,られる
217088,煙草は時限爆弾だ,intp1,1,依存する,する
217088,休日は道しるべだ,intp1,1,楽しい,楽しい
217088,休日は道しるべだ,intp2,1,癒し,癒す
217088,休日は道しるべだ,intp3,1,休める,休める
217088,休日は道しるべだ,intp5,1,寝る,寝る
217088,あくびは満月だ,intp1,1,大きい,大きい
217088,あくびは満月だ,intp2,1,自然さ,自然
217088,あくびは満月だ,intp3,1,涙が出る,出る
217088,笑顔は花だ,intp1,1,かわいい,かわいい
217088,笑顔は花だ,intp2,1,癒し,癒す
217088,笑顔は花だ,intp3,1,元気になる,元気
217088,笑顔は花だ,intp3,2,元気になる,なる
217088,笑顔は花だ,intp4,1,嬉しい,嬉しい
217088,心は沼だ,intp1,1,探る,探る
217088,心は沼だ,intp2,1,大事な,大事
217088,心は沼だ,intp3,1,穏やかに,穏やか
217088,不安は濃霧だ,intp1,1,恐ろしい,恐ろしい
217088,不安は濃霧だ,intp2,1,怖い,怖い
217088,不安は濃霧だ,intp3,1,怯える,怯える
379565,恋はくす玉だ,intp1,1,突然起きる,起きる
379565,恋はくす玉だ,intp2,1,驚く,驚く
379565,蝶は踊り子だ,intp1,1,魅せる,魅せる
379565,蝶は踊り子だ,intp2,1,妖艶,妖艶
379565,不安は濃霧だ,intp1,1,曇る,曇る
379565,不安は濃霧だ,intp2,1,見えない,見える
379565,家族は納豆だ,intp1,1,繋がっている,繋がる
379565,家族は納豆だ,intp1,2,繋がっている,いる
379565,家族は納豆だ,intp2,1,強固,強固
379565,激怒は噴火だ,intp1,1,突然起こる,起こる
379565,激怒は噴火だ,intp2,1,熱い,熱い
379565,権力は麻薬だ,intp1,1,危険,危険
379565,球場はバケツだ,intp1,1,集まる,集まる
379565,球場はバケツだ,intp2,1,溢れる,溢れる
379565,笑顔は花だ,intp1,1,開く,開く
379565,笑顔は花だ,intp2,1,明るい,明るい
379565,雑巾は亀だ,intp1,1,平べったい,平べったい
379565,雑巾は亀だ,intp2,1,時間がかかる,かかる
379565,空は鏡だ,intp1,1,映す,映す
379565,心は沼だ,intp1,1,見えない,見える
379565,心は沼だ,intp2,1,深い,深い
379565,魅力は磁石だ,intp1,1,引き寄せられる,引き寄せる
379565,魅力は磁石だ,intp1,2,引き寄せられる,られる
379565,魅力は磁石だ,intp2,1,逆らえない,逆らえる
379565,休日は道しるべだ,intp2,1,志す,志す
379565,あくびは満月だ,intp2,1,報せる,報せる
379565,議論は戦争だ,intp1,1,止まない,止む
379565,議論は戦争だ,intp2,1,傷が付く,付く
379565,沈黙は海底だ,intp1,1,重い,重い
379565,沈黙は海底だ,intp2,1,静か,静か
379565,人生は航海だ,intp1,1,長い,長い
379565,人生は航海だ,intp2,1,荒れる,荒れる
379565,椿はひとだまだ,intp1,1,丸い,丸い
379565,椿はひとだまだ,intp2,1,多い,多い
379565,記憶は倉庫だ,intp1,1,探す,探す
379565,記憶は倉庫だ,intp2,1,保管する,する
2912766,家族は納豆だ,intp1,1,集まる,集まる
2912766,家族は納豆だ,intp2,1,結びつく,結びつく
2912766,議論は戦争だ,intp1,1,戦う,戦う
2912766,議論は戦争だ,intp2,1,争う,争う
2912766,心は沼だ,intp1,1,ハマる,ハマる
2912766,心は沼だ,intp2,1,深い,深い
2912766,心は沼だ,intp3,1,暗い,暗い
2912766,恋はくす玉だ,intp1,1,はじける,はじける
2912766,恋はくす玉だ,intp3,1,割れる,割れる
2912766,激怒は噴火だ,intp2,1,揺れる,揺れる
2912766,激怒は噴火だ,intp3,1,噴き出す,噴き出す
2912766,笑顔は花だ,intp1,1,美しい,美しい
2912766,権力は麻薬だ,intp2,1,止められない,止める
2912766,権力は麻薬だ,intp2,2,止められない,られる
2912766,沈黙は海底だ,intp1,1,暗い,暗い
2912766,沈黙は海底だ,intp2,1,深い,深い
2912766,魅力は磁石だ,intp1,1,惹きつける,惹く
2912766,魅力は磁石だ,intp1,2,惹きつける,つける
2912766,蝶は踊り子だ,intp1,1,舞う,舞う
2912766,不安は濃霧だ,intp1,1,見えない,見える
2912766,不安は濃霧だ,intp2,1,迷う,迷う
2912766,空は鏡だ,intp1,1,映える,映える
2912766,空は鏡だ,intp2,1,奥が深い,深い
2912766,椿はひとだまだ,intp1,1,丸い,丸い
2912766,椿はひとだまだ,intp2,1,目立つ,目立つ
2912766,あくびは満月だ,intp1,1,大きい,大きい
2912766,あくびは満月だ,intp2,1,丸い,丸い
2912766,煙草は時限爆弾だ,intp2,1,なくなる,なくなる
2912766,球場はバケツだ,intp1,1,集まる,集まる
2912766,球場はバケツだ,intp2,1,ごちゃまぜ,ごちゃ混ぜ
2511054,休日は道しるべだ,intp1,1,安心な,安心
2511054,休日は道しるべだ,intp2,1,落ち着いた,落ち着く
2511054,休日は道しるべだ,intp3,1,リラックス出来る,出来る
2511054,議論は戦争だ,intp1,1,争う,争う
2511054,議論は戦争だ,intp2,1,とげとげしい,とげとげしい
2511054,議論は戦争だ,intp4,1,勢いづく,勢いづく
2511054,議論は戦争だ,intp5,1,勇ましい,勇ましい
2511054,不安は濃霧だ,intp1,1,迷う,迷う
2511054,不安は濃霧だ,intp2,1,さまよう,さまよう
2511054,不安は濃霧だ,intp3,1,悩む,悩む
2511054,不安は濃霧だ,intp4,1,ためらう,ためらう
2511054,椿はひとだまだ,intp1,1,強い,強い
2511054,椿はひとだまだ,intp2,1,儚い,儚い
2511054,椿はひとだまだ,intp3,1,おぼろげな,朧気
2511054,雑巾は亀だ,intp1,1,地味な,地味
2511054,雑巾は亀だ,intp2,1,実直な,実直
2511054,家族は納豆だ,intp1,1,粘り強い,粘り強い
2511054,家族は納豆だ,intp4,1,親しみやすい,親しむ
2511054,家族は納豆だ,intp4,2,親しみやすい,やすい
2511054,球場はバケツだ,intp2,1,包容力のある,ある
2511054,球場はバケツだ,intp3,1,収容力のある,ある
2511054,球場はバケツだ,intp4,1,心強い,心強い
2511054,蝶は踊り子だ,intp1,1,華やかな,華やか
2511054,蝶は踊り子だ,intp2,1,軽やかな,軽やか
2511054,蝶は踊り子だ,intp3,1,優雅な,優雅
2511054,心は沼だ,intp1,1,深い,深い
2511054,心は沼だ,intp2,1,底が見えない,見える
2511054,心は沼だ,intp3,1,おどろおどろしい,おどろおどろしい
2511054,心は沼だ,intp4,1,謎多き,多い
2511054,笑顔は花だ,intp1,1,華やかな,華やか
2511054,笑顔は花だ,intp2,1,平和な,平和
2511054,笑顔は花だ,intp3,1,喜ばせる,喜ぶ
2511054,笑顔は花だ,intp3,2,喜ばせる,せる
2511054,笑顔は花だ,intp5,1,温厚な,温厚
2511054,激怒は噴火だ,intp2,1,高エネルギーを持つ,持つ
2511054,激怒は噴火だ,intp5,1,うっぷん晴らしの,晴らす
2511054,権力は麻薬だ,intp2,1,人を勘違いさせる,する
2511054,権力は麻薬だ,intp2,2,人を勘違いさせる,せる
2511054,権力は麻薬だ,intp3,1,夢うつつにさせるような,する
2511054,権力は麻薬だ,intp3,2,夢うつつにさせるような,せる
2511054,権力は麻薬だ,intp5,1,身の丈を忘れさせる,忘れる
2511054,権力は麻薬だ,intp5,2,身の丈を忘れさせる,させる
2511054,沈黙は海底だ,intp1,1,どす黒い,どす黒い
2511054,沈黙は海底だ,intp2,1,何も見えないような,見える
2511054,沈黙は海底だ,intp3,1,だだっ広い,だだっ広い
2511054,沈黙は海底だ,intp4,1,無の境地に身を置くような,置く
2511054,人生は航海だ,intp1,1,希望に満ち溢れた,満ちる
2511054,人生は航海だ,intp1,2,希望に満ち溢れた,溢れる
2511054,人生は航海だ,intp2,1,絶望と隣り合わせな,隣り合わせる
2511054,人生は航海だ,intp3,1,迷い多き,多い
2511054,人生は航海だ,intp4,1,先が見えない,見える
2511054,煙草は時限爆弾だ,intp1,1,恐ろしい,恐ろしい
2511054,煙草は時限爆弾だ,intp2,1,後から刺される,刺す
2511054,煙草は時限爆弾だ,intp2,2,後から刺される,れる
2511054,煙草は時限爆弾だ,intp3,1,油断させる,する
2511054,煙草は時限爆弾だ,intp3,2,油断させる,せる
2511054,恋はくす玉だ,intp3,1,派手な,派手
2511054,恋はくす玉だ,intp4,1,持続性が低い,低い
2511054,記憶は倉庫だ,intp1,1,保存可能な,可能
2511054,記憶は倉庫だ,intp2,1,物持ちが良い,良い
2511054,空は鏡だ,intp1,1,透明な,透明
2511054,空は鏡だ,intp3,1,澄んでいる,澄む
2511054,空は鏡だ,intp3,2,澄んでいる,いる
2511054,あくびは満月だ,intp1,1,丸みを帯びた,帯びる
2511054,あくびは満月だ,intp2,1,ほんわかするような,する
2511054,魅力は磁石だ,intp1,1,人を惹きつける,惹く
2511054,魅力は磁石だ,intp1,2,人を惹きつける,つける
2511054,魅力は磁石だ,intp2,1,求心力がある,ある
2511054,魅力は磁石だ,intp3,1,くっつける,くっつける
2600289,休日は道しるべだ,intp1,1,休む,休む
2600289,休日は道しるべだ,intp3,1,嬉しい,嬉しい
2600289,笑顔は花だ,intp1,1,朗らか,朗らか
2600289,笑顔は花だ,intp2,1,可愛い,可愛い
2600289,笑顔は花だ,intp3,1,嬉しい,嬉しい
2600289,恋はくす玉だ,intp1,1,愛する,愛する
2600289,恋はくす玉だ,intp2,1,楽しい,楽しい
2600289,恋はくす玉だ,intp3,1,嬉しい,嬉しい
2600289,心は沼だ,intp1,1,悲しい,悲しい
2600289,心は沼だ,intp2,1,嬉しい,嬉しい
2600289,心は沼だ,intp3,1,死ぬ,死ぬ
2600289,権力は麻薬だ,intp1,1,偉い,偉い
2600289,権力は麻薬だ,intp2,1,逆らえない,逆らえる
2600289,権力は麻薬だ,intp4,1,怖い,怖い
2600289,権力は麻薬だ,intp5,1,逃れられない,逃れる
2600289,権力は麻薬だ,intp5,2,逃れられない,られる
2600289,空は鏡だ,intp1,1,青い,青い
2600289,空は鏡だ,intp2,1,綺麗,綺麗
2600289,魅力は磁石だ,intp1,1,可愛い,可愛い
2600289,魅力は磁石だ,intp2,1,綺麗,綺麗
2600289,魅力は磁石だ,intp3,1,かっこいい,かっこいい
2600289,魅力は磁石だ,intp4,1,素敵,素敵
2600289,球場はバケツだ,intp3,1,かっこいい,かっこいい
2600289,球場はバケツだ,intp4,1,楽しい,楽しい
2600289,蝶は踊り子だ,intp1,1,怖い,怖い
2600289,蝶は踊り子だ,intp2,1,華やか,華やか
2600289,蝶は踊り子だ,intp3,1,綺麗,綺麗
2600289,蝶は踊り子だ,intp4,1,飛ぶ,飛ぶ
2600289,蝶は踊り子だ,intp5,1,儚い,儚い
2600289,不安は濃霧だ,intp1,1,死ぬ,死ぬ
2600289,不安は濃霧だ,intp3,1,怖い,怖い
2600289,不安は濃霧だ,intp4,1,辛い,辛い
2600289,人生は航海だ,intp2,1,生きる,生きる
2600289,煙草は時限爆弾だ,intp1,1,臭い,臭い
2600289,煙草は時限爆弾だ,intp2,1,苦い,苦い
2600289,煙草は時限爆弾だ,intp3,1,怖い,怖い
2600289,煙草は時限爆弾だ,intp4,1,嫌い,嫌う
2600289,煙草は時限爆弾だ,intp5,1,悪い,悪い
2600289,激怒は噴火だ,intp1,1,怒る,怒る
2600289,激怒は噴火だ,intp2,1,怖い,怖い
2600289,激怒は噴火だ,intp3,1,嫌い,嫌う
2600289,激怒は噴火だ,intp4,1,落ち込む,落ち込む
2600289,椿はひとだまだ,intp1,1,綺麗,綺麗
2600289,椿はひとだまだ,intp2,1,古風な,古風
2600289,椿はひとだまだ,intp3,1,可愛らしい,可愛らしい
2600289,雑巾は亀だ,intp1,1,汚い,汚い
2600289,雑巾は亀だ,intp2,1,臭い,臭い
2600289,雑巾は亀だ,intp4,1,触りたくない,触る
2600289,議論は戦争だ,intp1,1,話す,話す
2600289,議論は戦争だ,intp2,1,言い合う,言い合う
2600289,議論は戦争だ,intp3,1,白熱する,する
2600289,議論は戦争だ,intp4,1,うるさい,うるさい
2600289,家族は納豆だ,intp1,1,温かい,温かい
2600289,家族は納豆だ,intp2,1,優しい,優しい
2600289,あくびは満月だ,intp2,1,眠い,眠い
2600289,あくびは満月だ,intp3,1,つまらない,つまらない
2600289,沈黙は海底だ,intp1,1,静か,静か
2600289,沈黙は海底だ,intp2,1,黙る,黙る
2600289,沈黙は海底だ,intp3,1,暗い,暗い
1388752,記憶は倉庫だ,intp1,1,整理する,する
1388752,記憶は倉庫だ,intp2,1,遡る,遡る
1388752,椿はひとだまだ,intp1,1,赤い,赤い
1388752,椿はひとだまだ,intp2,1,美しい,美しい
1388752,椿はひとだまだ,intp3,1,儚い,儚い
1388752,あくびは満月だ,intp1,1,丸い,丸い
1388752,あくびは満月だ,intp2,1,黄色い,黄色い
1388752,沈黙は海底だ,intp1,1,静か,静か
1388752,沈黙は海底だ,intp2,1,青い,青い
1388752,人生は航海だ,intp1,1,続く,続く
1388752,人生は航海だ,intp2,1,長い,長い
1388752,蝶は踊り子だ,intp1,1,美しい,美しい
1388752,蝶は踊り子だ,intp2,1,舞う,舞う
1388752,権力は麻薬だ,intp1,1,恐ろしい,恐ろしい
1388752,権力は麻薬だ,intp2,1,逃げる,逃げる
1388752,権力は麻薬だ,intp3,1,追いかける,追いかける
1388752,魅力は磁石だ,intp1,1,引き寄せる,引き寄せる
1388752,魅力は磁石だ,intp2,1,美しい,美しい
1388752,議論は戦争だ,intp1,1,終われる,終わる
1388752,議論は戦争だ,intp1,2,終われる,れる
1388752,議論は戦争だ,intp2,1,疲れる,疲れる
1388752,激怒は噴火だ,intp1,1,赤い,赤い
1388752,激怒は噴火だ,intp2,1,恐ろしい,恐ろしい
1388752,家族は納豆だ,intp1,1,幸せな,幸せ
1388752,家族は納豆だ,intp2,1,続く,続く
1388752,空は鏡だ,intp1,1,青い,青い
1388752,空は鏡だ,intp2,1,輝く,輝く
1388752,不安は濃霧だ,intp1,1,見えない,見える
1388752,不安は濃霧だ,intp2,1,真っ白な,真っ白
1388752,恋はくす玉だ,intp1,1,明るい,明るい
1388752,恋はくす玉だ,intp2,1,素敵な,素敵
1388752,笑顔は花だ,intp1,1,美しい,美しい
1388752,笑顔は花だ,intp2,1,可愛い,可愛い
1388752,煙草は時限爆弾だ,intp1,1,危険な,危険
1388752,雑巾は亀だ,intp2,1,汚い,汚い
1388752,心は沼だ,intp1,1,黒い,黒い
1388752,心は沼だ,intp2,1,沈んでいる,沈む
1388752,心は沼だ,intp2,2,沈んでいる,いる
1388752,球場はバケツだ,intp1,1,広い,広い
1388752,球場はバケツだ,intp2,1,青い,青い
1388752,休日は道しるべだ,intp1,1,輝く,輝く
1388752,休日は道しるべだ,intp2,1,果てしない,果てしない
1673150,不安は濃霧だ,intp1,1,立ち止まらせる,立ち止まる
1673150,不安は濃霧だ,intp1,2,立ち止まらせる,せる
1673150,不安は濃霧だ,intp2,1,見えない,見える
1673150,不安は濃霧だ,intp3,1,狭い,狭い
1673150,激怒は噴火だ,intp1,1,赤くなる,赤い
1673150,激怒は噴火だ,intp1,2,赤くなる,なる
1673150,激怒は噴火だ,intp2,1,燃え上がる,燃え上がる
1673150,激怒は噴火だ,intp3,1,激しい,激しい
1673150,激怒は噴火だ,intp4,1,叩きつける,叩きつける
1673150,心は沼だ,intp1,1,深い,深い
1673150,心は沼だ,intp2,1,沈む,沈む
1673150,心は沼だ,intp3,1,囚われる,囚われる
1673150,球場はバケツだ,intp1,1,ごった返す,ごった返す
1673150,球場はバケツだ,intp2,1,丸い,丸い
1673150,記憶は倉庫だ,intp1,1,しまう,しまう
1673150,記憶は倉庫だ,intp2,1,取り出す,取り出す
1673150,記憶は倉庫だ,intp3,1,溜まる,溜まる
1673150,記憶は倉庫だ,intp4,1,貯蔵する,する
1673150,記憶は倉庫だ,intp5,1,長い,長い
1673150,煙草は時限爆弾だ,intp1,1,毒々しい,毒々しい
1673150,煙草は時限爆弾だ,intp2,1,有害な,有害
1673150,煙草は時限爆弾だ,intp3,1,発現する,する
1673150,煙草は時限爆弾だ,intp4,1,爆発する,する
1673150,議論は戦争だ,intp1,1,紛糾する,する
1673150,議論は戦争だ,intp2,1,殴り合う,殴る
1673150,議論は戦争だ,intp2,2,殴り合う,合う
1673150,議論は戦争だ,intp3,1,争う,争う
1673150,議論は戦争だ,intp4,1,激しい,激しい
1673150,沈黙は海底だ,intp1,1,静かな,静か
1673150,沈黙は海底だ,intp2,1,穏やかな,穏やか
1673150,沈黙は海底だ,intp3,1,止まっている,止まる
1673150,沈黙は海底だ,intp3,2,止まっている,いる
1673150,恋はくす玉だ,intp1,1,弾ける,弾ける
1673150,恋はくす玉だ,intp2,1,爆発する,する
1673150,恋はくす玉だ,intp3,1,うずうずする,する
1673150,恋はくす玉だ,intp4,1,期待する,する
1673150,空は鏡だ,intp1,1,美しい,美しい
1673150,空は鏡だ,intp2,1,青い,青い
1673150,あくびは満月だ,intp1,1,丸い,丸い
1673150,あくびは満月だ,intp2,1,大きい,大きい
1673150,あくびは満月だ,intp3,1,開ける,開ける
1673150,魅力は磁石だ,intp1,1,引き付ける,引き付ける
1673150,魅力は磁石だ,intp2,1,くっつける,くっつける
1673150,魅力は磁石だ,intp3,1,釘付けにする,する
1673150,椿はひとだまだ,intp1,1,不気味な,不気味
1673150,椿はひとだまだ,intp2,1,不穏な,不穏
1673150,椿はひとだまだ,intp3,1,恐ろしい,恐ろしい
1673150,椿はひとだまだ,intp4,1,ミステリアスな,ミステリアス
1673150,蝶は踊り子だ,intp1,1,舞う,舞う
1673150,蝶は踊り子だ,intp2,1,華やかな,華やか
1673150,蝶は踊り子だ,intp3,1,不思議な,不思議
1673150,蝶は踊り子だ,intp4,1,とぶ,とぶ
1673150,雑巾は亀だ,intp1,1,ゴワゴワとした,する
1673150,雑巾は亀だ,intp2,1,鈍重な,鈍重
1673150,雑巾は亀だ,intp3,1,地道な,地道
1673150,権力は麻薬だ,intp1,1,溺れる,溺れる
1673150,権力は麻薬だ,intp2,1,浸る,浸る
1673150,権力は麻薬だ,intp4,1,慣れる,慣れる
1673150,家族は納豆だ,intp1,1,引き付け合う,引き付ける
1673150,家族は納豆だ,intp1,2,引き付け合う,合う
1673150,家族は納豆だ,intp2,1,寄せ合う,寄せる
1673150,家族は納豆だ,intp2,2,寄せ合う,合う
1673150,家族は納豆だ,intp3,1,粘着く,粘着く
1673150,人生は航海だ,intp1,1,振れる,振れる
1673150,人生は航海だ,intp2,1,揺れる,揺れる
1673150,人生は航海だ,intp3,1,外れる,外れる
1673150,人生は航海だ,intp4,1,進む,進む
1673150,笑顔は花だ,intp2,1,華やかな,華やか
1673150,笑顔は花だ,intp3,1,丸い,丸い
1673150,休日は道しるべだ,intp1,1,立ち止まる,立ち止まる
1673150,休日は道しるべだ,intp2,1,選ぶ,選ぶ
1673150,休日は道しるべだ,intp3,1,考える,考える
603644,蝶は踊り子だ,intp1,1,綺麗だ,綺麗
603644,蝶は踊り子だ,intp2,1,舞う,舞う
603644,蝶は踊り子だ,intp3,1,飛ぶ,飛ぶ
603644,蝶は踊り子だ,intp4,1,美しい,美しい
603644,恋はくす玉だ,intp1,1,儚い,儚い
603644,恋はくす玉だ,intp2,1,楽しい,楽しい
603644,恋はくす玉だ,intp3,1,美しい,美しい
603644,恋はくす玉だ,intp4,1,難しい,難しい
603644,恋はくす玉だ,intp5,1,淡い,淡い
603644,椿はひとだまだ,intp1,1,綺麗だ,綺麗
603644,椿はひとだまだ,intp2,1,美しい,美しい
603644,椿はひとだまだ,intp4,1,濃い,濃い
